,company,developer,gender,gender2,project_url,title,type_developer,year,final_gender
1129,Gentoo Foundation,Alice Ferrazzi,female,female,https://gibix.github.io/category/gsoc.html,Full rust support - 2018 - Google Summer of Code Archive,mentor,2018,female
1130,OSGeo,Sanjeet Bhatti,,male,https://lists.osgeo.org/pipermail/soc/2018-August/004186.html,Full support of Python 3 in GRASS GIS - 2018 - Google Summer of Code Archive,student,2018,?
1131,OSGeo,Anna Petrasova,female,female,https://lists.osgeo.org/pipermail/soc/2018-August/004186.html,Full support of Python 3 in GRASS GIS - 2018 - Google Summer of Code Archive,mentor,2018,female
1132,Haskell.org,Luke Lau,male,male,https://lukelau.me/haskell/posts/lsp-test/,Functional test framework for the Haskell IDE Engine and Language Server Protocol Library - 2018 - Google Summer of Code Archive,student,2018,male
1133,Haskell.org,Alan Zimmerman,male,male,https://lukelau.me/haskell/posts/lsp-test/,Functional test framework for the Haskell IDE Engine and Language Server Protocol Library - 2018 - Google Summer of Code Archive,mentor,2018,male
1134,Blender Foundation,Geraldine Chua,female,female,https://wiki.blender.org/wiki/User:Gskchua/GSoC2018/Final_Report,Further Development for Cycles' Volume Rendering - 2018 - Google Summer of Code Archive,student,2018,female
1135,Blender Foundation,Lukas Stockner,male,male,https://wiki.blender.org/wiki/User:Gskchua/GSoC2018/Final_Report,Further Development for Cycles' Volume Rendering - 2018 - Google Summer of Code Archive,mentor,2018,male
1136,MovingBlocks,Siarhei Shalyhaila,male,male,https://ar0ne.github.io/gsoc/,Game / saved world / module preview image content - 2018 - Google Summer of Code Archive,student,2018,male
1137,MovingBlocks,Martin Steiger,male,male,https://ar0ne.github.io/gsoc/,Game / saved world / module preview image content - 2018 - Google Summer of Code Archive,mentor,2018,male
1138,MovingBlocks,Rostyslav Zatserkovnyi,male,male,https://ar0ne.github.io/gsoc/,Game / saved world / module preview image content - 2018 - Google Summer of Code Archive,mentor,2018,male
1139,MovingBlocks,Scott Moses Sunarto,male,male,https://ar0ne.github.io/gsoc/,Game / saved world / module preview image content - 2018 - Google Summer of Code Archive,mentor,2018,male
1140,Plone,Ajay NS,male,male,https://gist.github.com/ajayns/ab620303bd605e89579b548aac858f19,GatsbyJS Integration with Plone - 2018 - Google Summer of Code Archive,student,2018,male
1141,Plone,Timo Stollenwerk,male,male,https://gist.github.com/ajayns/ab620303bd605e89579b548aac858f19,GatsbyJS Integration with Plone - 2018 - Google Summer of Code Archive,mentor,2018,male
1142,Plone,Paul Roeland,male,male,https://gist.github.com/ajayns/ab620303bd605e89579b548aac858f19,GatsbyJS Integration with Plone - 2018 - Google Summer of Code Archive,mentor,2018,male
1143,Plone,Andrea Cecchi,female,male,https://gist.github.com/ajayns/ab620303bd605e89579b548aac858f19,GatsbyJS Integration with Plone - 2018 - Google Summer of Code Archive,mentor,2018,?
1144,Plone,Asko Soukka,male,male,https://gist.github.com/ajayns/ab620303bd605e89579b548aac858f19,GatsbyJS Integration with Plone - 2018 - Google Summer of Code Archive,mentor,2018,male
1145,RoboComp,Akash Kumar Singh,male,male,https://gist.github.com/ksakash/ea6c21487df14409a860787ff7a7f66d,Gazebo-RoboComp Integration - 2018 - Google Summer of Code Archive,student,2018,male
1146,RoboComp,Marco A GutiÃ©rrez,male,male,https://gist.github.com/ksakash/ea6c21487df14409a860787ff7a7f66d,Gazebo-RoboComp Integration - 2018 - Google Summer of Code Archive,mentor,2018,male
1147,RoboComp,Ramon Cintas,male,male,https://gist.github.com/ksakash/ea6c21487df14409a860787ff7a7f66d,Gazebo-RoboComp Integration - 2018 - Google Summer of Code Archive,mentor,2018,male
1148,CERN-HSF,Dima Savin,male,female,https://sd57.github.io/vgdmlio/,GDML I/O for VecGeom Geometry Package - 2018 - Google Summer of Code Archive,student,2018,?
1149,CERN-HSF,Witold Pokorski,male,male,https://sd57.github.io/vgdmlio/,GDML I/O for VecGeom Geometry Package - 2018 - Google Summer of Code Archive,mentor,2018,male
1150,CERN-HSF,Andrei Gheata,male,male,https://sd57.github.io/vgdmlio/,GDML I/O for VecGeom Geometry Package - 2018 - Google Summer of Code Archive,mentor,2018,male
1151,Godot Engine,Paritosh Sharma,male,male,https://paritosh97.github.io/gsoc-2018/,GearVR and Daydream Support - 2018 - Google Summer of Code Archive,student,2018,male
1152,Godot Engine,Bastiaan Olij,male,male,https://paritosh97.github.io/gsoc-2018/,GearVR and Daydream Support - 2018 - Google Summer of Code Archive,mentor,2018,male
1153,R project for statistical computing,Yuze Zhou,,male,https://github.com/zhouyuze/geeq,GEE and QIF for clustered data regression - 2018 - Google Summer of Code Archive,student,2018,?
1154,R project for statistical computing,Jun Yan,male,male,https://github.com/zhouyuze/geeq,GEE and QIF for clustered data regression - 2018 - Google Summer of Code Archive,mentor,2018,male
1155,R project for statistical computing,Yixuan Qiu,,male,https://github.com/zhouyuze/geeq,GEE and QIF for clustered data regression - 2018 - Google Summer of Code Archive,mentor,2018,?
1156,phpMyAdmin,Lakshya arora,male,male,https://gist.github.com/nulll-pointer/6170d0746c0811b57e02827591e09365,General Improvements - 2018 - Google Summer of Code Archive,student,2018,male
1157,phpMyAdmin,Isaac Bennetch,male,male,https://gist.github.com/nulll-pointer/6170d0746c0811b57e02827591e09365,General Improvements - 2018 - Google Summer of Code Archive,mentor,2018,male
1158,OWASP Foundation,Shaddy Garg,male,male,https://medium.com/@shaddygarg/google-summer-of-code-final-submission-12eb98993ba8,General Improvements and Bug Fixes for OWASP-Nettacker - 2018 - Google Summer of Code Archive,student,2018,male
1159,OWASP Foundation,Ali Razmjoo Qalaei,female,male,https://medium.com/@shaddygarg/google-summer-of-code-final-submission-12eb98993ba8,General Improvements and Bug Fixes for OWASP-Nettacker - 2018 - Google Summer of Code Archive,mentor,2018,?
1160,OWASP Foundation,Abbas Naderi,male,male,https://medium.com/@shaddygarg/google-summer-of-code-final-submission-12eb98993ba8,General Improvements and Bug Fixes for OWASP-Nettacker - 2018 - Google Summer of Code Archive,mentor,2018,male
1161,CGAL Project,Thien Hoang,male,male,https://github.com/CGAL/cgal/issues/3276,Generalized Region Growing - 2018 - Google Summer of Code Archive,student,2018,male
1162,CGAL Project,Dmitry Anisimov,male,male,https://github.com/CGAL/cgal/issues/3276,Generalized Region Growing - 2018 - Google Summer of Code Archive,mentor,2018,male
1163,Oppia Foundation,Nithesh N. Hariharan,,male,https://medium.com/@nithusha21/google-summer-of-code-work-product-dc95c074ea07,Generalized Review System - 2018 - Google Summer of Code Archive,student,2018,?
1164,Oppia Foundation,Anmol Shukla,unisex,male,https://medium.com/@nithusha21/google-summer-of-code-work-product-dc95c074ea07,Generalized Review System - 2018 - Google Summer of Code Archive,mentor,2018,?
1165,The Eclipse Foundation,Ahmet Tanakol,male,male,https://docs.google.com/document/d/1eBlUQj38FEPInoCqluMJ2c1m95_fuT4XH3DM3Iu0fug/edit?usp=sharing,Generating JSON Editors based on JSON Schema - 2018 - Google Summer of Code Archive,student,2018,male
1166,RoboComp,Maria Bohórquez,female,female,https://gist.github.com/mariabohorquez/1810d41aeb00d370d68ff74a50cb5563,"Generation of new use cases, tutorials and reference information for RoboComp - 2018 - Google Summer of Code Archive",student,2018,female
1167,RoboComp,Marco A Gutiérrez,male,male,https://gist.github.com/mariabohorquez/1810d41aeb00d370d68ff74a50cb5563,"Generation of new use cases, tutorials and reference information for RoboComp - 2018 - Google Summer of Code Archive",mentor,2018,male
1168,CERN-HSF,Anushree Rankawat,female,female,https://medium.com/@anushreerankawat110/gsoc-2018-generative-adversarial-networks-in-tmva-554cda974584,Generative Adversarial Networks for Particle Physics Applications - 2018 - Google Summer of Code Archive,student,2018,female
1169,CERN-HSF,Sergei Gleyzer,male,male,https://medium.com/@anushreerankawat110/gsoc-2018-generative-adversarial-networks-in-tmva-554cda974584,Generative Adversarial Networks for Particle Physics Applications - 2018 - Google Summer of Code Archive,mentor,2018,male
1170,CERN-HSF,Lorenzo Moneta,male,male,https://medium.com/@anushreerankawat110/gsoc-2018-generative-adversarial-networks-in-tmva-554cda974584,Generative Adversarial Networks for Particle Physics Applications - 2018 - Google Summer of Code Archive,mentor,2018,male
1171,CERN-HSF,Omar Zapata,male,male,https://medium.com/@anushreerankawat110/gsoc-2018-generative-adversarial-networks-in-tmva-554cda974584,Generative Adversarial Networks for Particle Physics Applications - 2018 - Google Summer of Code Archive,mentor,2018,male
1172,Systers Community,Anumeha Agrawal,female,female,https://medium.com/@anumehaagrawal29/google-summer-of-code-2018-final-submission-1e5b8478edc5,GH Pages for Systers - 2018 - Google Summer of Code Archive,student,2018,female
1173,Systers Community,Rupinderjit Kaur,,female,https://medium.com/@anumehaagrawal29/google-summer-of-code-2018-final-submission-1e5b8478edc5,GH Pages for Systers - 2018 - Google Summer of Code Archive,mentor,2018,?
1174,Systers Community,Kanika Modi,female,female,https://medium.com/@anumehaagrawal29/google-summer-of-code-2018-final-submission-1e5b8478edc5,GH Pages for Systers - 2018 - Google Summer of Code Archive,mentor,2018,female
1175,Systers Community,Baani Leen Kaur Jolly,,female,https://gist.github.com/BaaniLeen/c4bb39d5fe3f829040ae2ea3aa0513fd,Github Pages - 2018 - Google Summer of Code Archive,student,2018,?
1176,Systers Community,Bethany Rentz,female,female,https://gist.github.com/BaaniLeen/c4bb39d5fe3f829040ae2ea3aa0513fd,Github Pages - 2018 - Google Summer of Code Archive,mentor,2018,female
1177,Systers Community,Ancy Philip,female,female,https://gist.github.com/BaaniLeen/c4bb39d5fe3f829040ae2ea3aa0513fd,Github Pages - 2018 - Google Summer of Code Archive,mentor,2018,female
1178,GNOME,Evan Welsh,male,male,https://gitlab.gnome.org/rockon999/gsoc-end-report/,GJS Example Applications and Overall Improvement - 2018 - Google Summer of Code Archive,student,2018,male
1179,GNOME,Manuel QuiÃ±ones,male,male,https://gitlab.gnome.org/rockon999/gsoc-end-report/,GJS Example Applications and Overall Improvement - 2018 - Google Summer of Code Archive,mentor,2018,male
1180,The Processing Foundation,Izza Tariq,female,female,http://www.izzatariq.com/final-gsoc-report,GLSL Editor for PDE - 2018 - Google Summer of Code Archive,student,2018,female
1181,The Processing Foundation,Andres Colubri,male,male,http://www.izzatariq.com/final-gsoc-report,GLSL Editor for PDE - 2018 - Google Summer of Code Archive,mentor,2018,male
1182,GNOME,Saurabh Sabharwal,male,male,https://1punman.github.io/GSoC-Final-Report/,GNOME Games: Add Collection/Developer view - 2018 - Google Summer of Code Archive,student,2018,male
1183,GNU Project,Tatiana Sholokhova,female,female,https://github.com/TSholokhova/gsoc-2018-report,GNU Guix (Cuirass): Adding a web interface similar to the Hydra web interface - 2018 - Google Summer of Code Archive,student,2018,female
1184,GNU Project,Ricardo Wurmus,male,male,https://github.com/TSholokhova/gsoc-2018-report,GNU Guix (Cuirass): Adding a web interface similar to the Hydra web interface - 2018 - Google Summer of Code Archive,mentor,2018,male
1185,GNU Project,Gábor Boskovits,male,male,https://github.com/TSholokhova/gsoc-2018-report,GNU Guix (Cuirass): Adding a web interface similar to the Hydra web interface - 2018 - Google Summer of Code Archive,mentor,2018,male
1186,GNU Project,Shivam Kohli,male,male,https://taler.net/en/gsoc-codeless.html,GNU Taler - Payment/Donation Buttons and Code-less Payments with GNU Taler - 2018 - Google Summer of Code Archive,student,2018,male
1187,GNU Project,Florian Dold,male,male,https://taler.net/en/gsoc-codeless.html,GNU Taler - Payment/Donation Buttons and Code-less Payments with GNU Taler - 2018 - Google Summer of Code Archive,mentor,2018,male
1188,GNU Project,Phil Buschmann,male,male,https://gnunet.org/node/2670,GNUnet Web-based User Interface - 2018 - Google Summer of Code Archive,student,2018,male
1189,Sugar Labs,Riya Lohia,female,female,https://medium.com/gsoc18-with-sugar-labs/gsoc18-final-report-3c1daf9c98e9,Going Beyond Equal Temperament in Music Blocks - 2018 - Google Summer of Code Archive,student,2018,female
1190,Sugar Labs,Sachiko Nakajima,female,female,https://medium.com/gsoc18-with-sugar-labs/gsoc18-final-report-3c1daf9c98e9,Going Beyond Equal Temperament in Music Blocks - 2018 - Google Summer of Code Archive,mentor,2018,female
1191,Sugar Labs,Devin Ulibarri,male,male,https://medium.com/gsoc18-with-sugar-labs/gsoc18-final-report-3c1daf9c98e9,Going Beyond Equal Temperament in Music Blocks - 2018 - Google Summer of Code Archive,mentor,2018,male
1192,Sugar Labs,Kieren MacMillan,male,male,https://medium.com/gsoc18-with-sugar-labs/gsoc18-final-report-3c1daf9c98e9,Going Beyond Equal Temperament in Music Blocks - 2018 - Google Summer of Code Archive,mentor,2018,male
1193,AOSSIE - Australian Open Source Software Innovation and Education,Varun Chitre,male,male,https://medium.com/@varun.chitre15/gsoc-2018-google-assistant-action-for-carbonfootprint-with-aossie-fce5d109ecc7,Google Assistant Action for CarbonFootPrint - 2018 - Google Summer of Code Archive,student,2018,male
1194,AOSSIE - Australian Open Source Software Innovation and Education,Vaibhav Sharma,male,male,https://medium.com/@varun.chitre15/gsoc-2018-google-assistant-action-for-carbonfootprint-with-aossie-fce5d109ecc7,Google Assistant Action for CarbonFootPrint - 2018 - Google Summer of Code Archive,mentor,2018,male
1195,AOSSIE - Australian Open Source Software Innovation and Education,Bruno Woltzenlogel Paleo,male,male,https://medium.com/@varun.chitre15/gsoc-2018-google-assistant-action-for-carbonfootprint-with-aossie-fce5d109ecc7,Google Assistant Action for CarbonFootPrint - 2018 - Google Summer of Code Archive,mentor,2018,male
1196,AOSSIE - Australian Open Source Software Innovation and Education,Chirag Arora,male,male,https://medium.com/@varun.chitre15/gsoc-2018-google-assistant-action-for-carbonfootprint-with-aossie-fce5d109ecc7,Google Assistant Action for CarbonFootPrint - 2018 - Google Summer of Code Archive,mentor,2018,male
1197,Catrobat,Gajendra Tanwar,male,male,http://inulab.blogspot.com/2018/08/gsoc-18-google-blockly-integration-to.html,Google blockly integration to catrobat project - 2018 - Google Summer of Code Archive,student,2018,male
1198,Catrobat,Matthias Mueller,male,male,http://inulab.blogspot.com/2018/08/gsoc-18-google-blockly-integration-to.html,Google blockly integration to catrobat project - 2018 - Google Summer of Code Archive,mentor,2018,male
1199,Catrobat,Wolfgang Slany,male,male,http://inulab.blogspot.com/2018/08/gsoc-18-google-blockly-integration-to.html,Google blockly integration to catrobat project - 2018 - Google Summer of Code Archive,mentor,2018,male
1200,The Honeynet Project,Pietro Tirenna,male,male,http://pietrotirenna.me/gsoc/2018/08/10/summer_of_code.html,Google Protocol Buffers Serialization - 2018 - Google Summer of Code Archive,student,2018,male
1201,The Honeynet Project,Aldo Cortesi,male,male,http://pietrotirenna.me/gsoc/2018/08/10/summer_of_code.html,Google Protocol Buffers Serialization - 2018 - Google Summer of Code Archive,mentor,2018,male
1202,The Honeynet Project,Maximilian Hils,male,male,http://pietrotirenna.me/gsoc/2018/08/10/summer_of_code.html,Google Protocol Buffers Serialization - 2018 - Google Summer of Code Archive,mentor,2018,male
1203,The Honeynet Project,Thomas Kriechbaumer,male,male,http://pietrotirenna.me/gsoc/2018/08/10/summer_of_code.html,Google Protocol Buffers Serialization - 2018 - Google Summer of Code Archive,mentor,2018,male
1204,Apertus Association,Iti Shree,,female,https://nmdis1999.github.io/,"Google Summer of Code 2018: Live histogram, waveform, vectorscope - 2018 - Google Summer of Code Archive",student,2018,?
1205,Apertus Association,Sebastian Pichelhofer,male,male,https://nmdis1999.github.io/,"Google Summer of Code 2018: Live histogram, waveform, vectorscope - 2018 - Google Summer of Code Archive",mentor,2018,male
1206,Zulip,Aswin G,male,male,https://medium.com/@agzuniverse/gsoc-work-product-submission-683c65ef3c82,Google Summer of Code Proposal to improve Zulip Mobile - 2018 - Google Summer of Code Archive,student,2018,male
1207,Zulip,Saumya Bhatnagar,female,female,https://medium.com/@agzuniverse/gsoc-work-product-submission-683c65ef3c82,Google Summer of Code Proposal to improve Zulip Mobile - 2018 - Google Summer of Code Archive,mentor,2018,female
1208,MovingBlocks,Shreyas Iyer,male,male,https://gist.github.com/l0ftyWhizZ/121194027c49b2b11a4997b0e3e822bb,GooKeeper Implementation - 2018 - Google Summer of Code Archive,student,2018,male
1209,MovingBlocks,Mandar Juvekar,male,male,https://gist.github.com/l0ftyWhizZ/121194027c49b2b11a4997b0e3e822bb,GooKeeper Implementation - 2018 - Google Summer of Code Archive,mentor,2018,male
1210,MovingBlocks,Josh Zacharias,male,male,https://gist.github.com/l0ftyWhizZ/121194027c49b2b11a4997b0e3e822bb,GooKeeper Implementation - 2018 - Google Summer of Code Archive,mentor,2018,male
1211,MovingBlocks,Aresh Mishra,male,male,https://gist.github.com/l0ftyWhizZ/121194027c49b2b11a4997b0e3e822bb,GooKeeper Implementation - 2018 - Google Summer of Code Archive,mentor,2018,male
1212,Apache Software Foundation,Carlos MuÃ±oz,male,male,https://github.com/apache/gora/pull/134,GORA-535 Add a data store for Apache Ignite - 2018 - Google Summer of Code Archive,student,2018,male
1213,Apache Software Foundation,Kevin Ratnasekera,male,male,https://github.com/apache/gora/pull/134,GORA-535 Add a data store for Apache Ignite - 2018 - Google Summer of Code Archive,mentor,2018,male
1214,Apache Software Foundation,Nishadi Kirielle,,female,https://github.com/apache/gora/pull/134,GORA-535 Add a data store for Apache Ignite - 2018 - Google Summer of Code Archive,mentor,2018,?
1215,GFOSS - Open Technologies Alliance,Chris Karageorg Kaneen,male,male,https://github.com/eellak/gsoc2018-GG-extraction/,Government Gazette NER & Metadata Extraction - 2018 - Google Summer of Code Archive,student,2018,male
1216,GFOSS - Open Technologies Alliance,Theodoros Karounos,male,male,https://github.com/eellak/gsoc2018-GG-extraction/,Government Gazette NER & Metadata Extraction - 2018 - Google Summer of Code Archive,mentor,2018,male
1217,GFOSS - Open Technologies Alliance,Iraklis Varlamis,male,male,https://github.com/eellak/gsoc2018-GG-extraction/,Government Gazette NER & Metadata Extraction - 2018 - Google Summer of Code Archive,mentor,2018,male
1218,GFOSS - Open Technologies Alliance,Sarantos Kapidakis,male,male,https://github.com/eellak/gsoc2018-GG-extraction/,Government Gazette NER & Metadata Extraction - 2018 - Google Summer of Code Archive,mentor,2018,male
1219,GFOSS - Open Technologies Alliance,Marios Papachristou,male,male,https://github.com/eellak/gsoc2018-3gm,"Government Gazette text mining, cross linking, and codification Project - 3gm - 2018 - Google Summer of Code Archive",student,2018,male
1220,GFOSS - Open Technologies Alliance,Alexios Zavras (zvr),male,male,https://github.com/eellak/gsoc2018-3gm,"Government Gazette text mining, cross linking, and codification Project - 3gm - 2018 - Google Summer of Code Archive",mentor,2018,male
1221,GFOSS - Open Technologies Alliance,Diomidis Spinellis,male,male,https://github.com/eellak/gsoc2018-3gm,"Government Gazette text mining, cross linking, and codification Project - 3gm - 2018 - Google Summer of Code Archive",mentor,2018,male
1222,GFOSS - Open Technologies Alliance,Sarantos Kapidakis,male,male,https://github.com/eellak/gsoc2018-3gm,"Government Gazette text mining, cross linking, and codification Project - 3gm - 2018 - Google Summer of Code Archive",mentor,2018,male
1223,GNU Radio,Swapnil Negi,male,male,https://medium.com/@swapnilnegi/gr-modtool-overhaul-gsoc18-bb0277d1d3af,gr-modtool overhaul - 2018 - Google Summer of Code Archive,student,2018,male
1224,GNU Radio,Sebastian Koslowski,male,male,https://medium.com/@swapnilnegi/gr-modtool-overhaul-gsoc18-bb0277d1d3af,gr-modtool overhaul - 2018 - Google Summer of Code Archive,mentor,2018,male
1225,Cuneiform Digital Library Initiative,Sameer Sengar,male,male,https://github.com/cdli-gh/database-schema/blob/master/README.md,Granular Temporal Data Management - 2018 - Google Summer of Code Archive,student,2018,male
1226,Cuneiform Digital Library Initiative,Saurabh Trikande,male,male,https://github.com/cdli-gh/database-schema/blob/master/README.md,Granular Temporal Data Management - 2018 - Google Summer of Code Archive,mentor,2018,male
1227,Cuneiform Digital Library Initiative,Emilie Page-Perron,female,female,https://github.com/cdli-gh/database-schema/blob/master/README.md,Granular Temporal Data Management - 2018 - Google Summer of Code Archive,mentor,2018,female
1228,National Resource for Network Biology (NRNB),Aditya Bharadwaj,unisex,male,https://gist.github.com/jahandaniyal/b7a98094b0f3988de25e7ba89f716fca,GraphSpace: Git for graphs - 2018 - Google Summer of Code Archive,mentor,2018,?
1229,National Resource for Network Biology (NRNB),Jing Cui,female,male,https://gist.github.com/jahandaniyal/b7a98094b0f3988de25e7ba89f716fca,GraphSpace: Git for graphs - 2018 - Google Summer of Code Archive,mentor,2018,?
1230,OSGeo,Roberta Fagandini,female,female,https://lists.osgeo.org/pipermail/soc/2018-August/004177.html,GRASS GIS module for Sentinel-2 cloud and shadow detection - 2018 - Google Summer of Code Archive,student,2018,female
1231,OSGeo,Roberto Marzocchi,male,male,https://lists.osgeo.org/pipermail/soc/2018-August/004177.html,GRASS GIS module for Sentinel-2 cloud and shadow detection - 2018 - Google Summer of Code Archive,mentor,2018,male
1232,OSGeo,Moritz Lennert,male,male,https://lists.osgeo.org/pipermail/soc/2018-August/004177.html,GRASS GIS module for Sentinel-2 cloud and shadow detection - 2018 - Google Summer of Code Archive,mentor,2018,male
1233,Apache Software Foundation,Ruphine Kengne,female,female,https://gist.github.com/kengneruphine/1b9ec42cae46e62c637729f0505cdfc5,Group Loan Management Service - 2018 - Google Summer of Code Archive,student,2018,female
1234,Apache Software Foundation,Kamga Mkounga,male,male,https://gist.github.com/kengneruphine/1b9ec42cae46e62c637729f0505cdfc5,Group Loan Management Service - 2018 - Google Summer of Code Archive,mentor,2018,male
1235,Apache Software Foundation,Awasum Yannick,,male,https://gist.github.com/kengneruphine/1b9ec42cae46e62c637729f0505cdfc5,Group Loan Management Service - 2018 - Google Summer of Code Archive,mentor,2018,?
1236,SymPy,Ravicharan Nudurupati,,male,https://github.com/sympy/sympy/wiki/GSoC-2018-Report-Ravicharan-:-Group-Theory,Group Theory - 2018 - Google Summer of Code Archive,student,2018,?
1237,SymPy,Kalevi Suominen,male,male,https://github.com/sympy/sympy/wiki/GSoC-2018-Report-Ravicharan-:-Group-Theory,Group Theory - 2018 - Google Summer of Code Archive,mentor,2018,male
1238,SymPy,Aaron Meurer,male,male,https://github.com/sympy/sympy/wiki/GSoC-2018-Report-Ravicharan-:-Group-Theory,Group Theory - 2018 - Google Summer of Code Archive,mentor,2018,male
1239,SymPy,Valeriia Gladkova,female,female,https://github.com/sympy/sympy/wiki/GSoC-2018-Report-Ravicharan-:-Group-Theory,Group Theory - 2018 - Google Summer of Code Archive,mentor,2018,female
1240,Debian Project,Saif Abdul Cassim,male,male,https://salsa.debian.org/snippets/115,GSoC 2018 Android SDK tools in debian - 2018 - Google Summer of Code Archive,student,2018,male
1241,Debian Project,殷啟聰 | Kai-Chung Yan,male,male,https://salsa.debian.org/snippets/115,GSoC 2018 Android SDK tools in debian - 2018 - Google Summer of Code Archive,mentor,2018,male
1242,Debian Project,Hans-Christoph Steiner,,male,https://salsa.debian.org/snippets/115,GSoC 2018 Android SDK tools in debian - 2018 - Google Summer of Code Archive,mentor,2018,?
1243,GFOSS - Open Technologies Alliance,Alkis Georgopoulos,male,male,https://github.com/Epoptes/epoptes/pull/63,GSoC Epoptes Proposal - 2018 - Google Summer of Code Archive,student,2018,male
1244,GFOSS - Open Technologies Alliance,Fotis Tsamis,male,male,https://github.com/Epoptes/epoptes/pull/63,GSoC Epoptes Proposal - 2018 - Google Summer of Code Archive,mentor,2018,male
1245,AOSSIE - Australian Open Source Software Innovation and Education,Raghav Puri,male,male,https://gist.github.com/raghavpuri31/c6f4367b80aed355d054c0282fbc764f,GSoC Proposal for Stardroid (Google Sky Maps) - 2018 - Google Summer of Code Archive,student,2018,male
1246,AOSSIE - Australian Open Source Software Innovation and Education,Amit Kanwar,male,male,https://gist.github.com/raghavpuri31/c6f4367b80aed355d054c0282fbc764f,GSoC Proposal for Stardroid (Google Sky Maps) - 2018 - Google Summer of Code Archive,mentor,2018,male
1247,AOSSIE - Australian Open Source Software Innovation and Education,Bruno Woltzenlogel Paleo,male,male,https://gist.github.com/raghavpuri31/c6f4367b80aed355d054c0282fbc764f,GSoC Proposal for Stardroid (Google Sky Maps) - 2018 - Google Summer of Code Archive,mentor,2018,male
1248,AOSSIE - Australian Open Source Software Innovation and Education,Chirag Arora,male,male,https://gist.github.com/raghavpuri31/c6f4367b80aed355d054c0282fbc764f,GSoC Proposal for Stardroid (Google Sky Maps) - 2018 - Google Summer of Code Archive,mentor,2018,male
1249,Amahi,Sukhbir Singh,unisex,male,https://sukhbir-singh.github.io/blog/2018-08-05/gsoc-2018-final-submission-report,Gsoc Proposal: Amahi 11 - 2018 - Google Summer of Code Archive,student,2018,?
1250,Amahi,Rodney Runyon,male,male,https://sukhbir-singh.github.io/blog/2018-08-05/gsoc-2018-final-submission-report,Gsoc Proposal: Amahi 11 - 2018 - Google Summer of Code Archive,mentor,2018,male
1251,OpenMRS,Chathuranga Muthukuda,,male,http://easyprogramminglk.blogspot.com/2018/08/final-report-of-openmrs-android-client.html,GSoC'18 Proposal - OpenMRS Android Client - 2018 - Google Summer of Code Archive,student,2018,?
1252,OpenMRS,Shivang Nagaria,,male,http://easyprogramminglk.blogspot.com/2018/08/final-report-of-openmrs-android-client.html,GSoC'18 Proposal - OpenMRS Android Client - 2018 - Google Summer of Code Archive,mentor,2018,?
1253,OpenMRS,Avijit Ghosh,male,male,http://easyprogramminglk.blogspot.com/2018/08/final-report-of-openmrs-android-client.html,GSoC'18 Proposal - OpenMRS Android Client - 2018 - Google Summer of Code Archive,mentor,2018,male
1254,RTEMS Project,Danxue Huang,,male,https://danxuehuang.blogspot.com/2018/08/summary-of-gsoc-2018.html,GSOC2018_Huang_RTEMS Release Notes Generator - 2018 - Google Summer of Code Archive,student,2018,?
1255,RTEMS Project,Joel Sherrill,male,male,https://danxuehuang.blogspot.com/2018/08/summary-of-gsoc-2018.html,GSOC2018_Huang_RTEMS Release Notes Generator - 2018 - Google Summer of Code Archive,mentor,2018,male
1256,RTEMS Project,Chris Johns,male,male,https://danxuehuang.blogspot.com/2018/08/summary-of-gsoc-2018.html,GSOC2018_Huang_RTEMS Release Notes Generator - 2018 - Google Summer of Code Archive,mentor,2018,male
1257,NumFOCUS,Eeshan Gupta,,male,https://eeshan9815.github.io/blog-gsoc/final-report/,Guaranteed Root Finding and Global Optimization with Intervals - 2018 - Google Summer of Code Archive,student,2018,?
1258,NumFOCUS,Mike Innes,male,male,https://eeshan9815.github.io/blog-gsoc/final-report/,Guaranteed Root Finding and Global Optimization with Intervals - 2018 - Google Summer of Code Archive,mentor,2018,male
1259,NumFOCUS,Christopher Rackauckas,male,male,https://eeshan9815.github.io/blog-gsoc/final-report/,Guaranteed Root Finding and Global Optimization with Intervals - 2018 - Google Summer of Code Archive,mentor,2018,male
1260,CERN-HSF,Abhinav Kumar,male,male,https://github.com/BigBang0072/HAhRD/wiki/GSOC-18-Work-Summary,HAhRD: DeepReconstruction - 2018 - Google Summer of Code Archive,student,2018,male
1261,CERN-HSF,ARNAUD CHIRON,male,male,https://github.com/BigBang0072/HAhRD/wiki/GSOC-18-Work-Summary,HAhRD: DeepReconstruction - 2018 - Google Summer of Code Archive,mentor,2018,male
1262,CERN-HSF,Artur Lobanov,male,male,https://github.com/BigBang0072/HAhRD/wiki/GSOC-18-Work-Summary,HAhRD: DeepReconstruction - 2018 - Google Summer of Code Archive,mentor,2018,male
1263,CERN-HSF,Gilles Grasseau,male,male,https://github.com/BigBang0072/HAhRD/wiki/GSOC-18-Work-Summary,HAhRD: DeepReconstruction - 2018 - Google Summer of Code Archive,mentor,2018,male
1264,CERN-HSF,Andrea Sartirana,female,male,https://github.com/BigBang0072/HAhRD/wiki/GSOC-18-Work-Summary,HAhRD: DeepReconstruction - 2018 - Google Summer of Code Archive,mentor,2018,?
1265,CERN-HSF,Florian Beaudette,male,male,https://github.com/BigBang0072/HAhRD/wiki/GSOC-18-Work-Summary,HAhRD: DeepReconstruction - 2018 - Google Summer of Code Archive,mentor,2018,male
